0,0,0
1,0,1
10,0,10
11,0,11
12,0,12
13,0,13
14,0,14
15,0,15
16,0,16
17,0,17
18,0,18
19,0,19
2,0,2
20,0,20
21,0,21
22,0,22
23,0,23
24,0,24
25,0,25
26,0,26
27,0,27
28,0,28
29,0,29
3,0,3
30,0,30
31,0,31
32,0,32
33,0,33
34,0,34
35,0,35
36,0,36
37,0,37
38,0,38
39,0,39
4,0,4
40,0,40
41,0,41
42,0,42
43,0,43
44,0,44
45,0,45
46,0,46
47,0,47
48,0,48
49,0,49
5,0,5
50,0,50
51,0,51
52,0,52
53,0,53
54,0,54
55,0,55
56,0,56
57,0,57
58,0,58
59,0,59
6,0,6
60,0,60
61,0,61
62,0,62
63,0,63
64,0,64
65,0,65
66,0,66
67,0,67
68,0,68
69,0,69
7,0,7
70,0,70
71,0,71
72,0,72
73,0,73
74,0,74
75,0,75
76,0,76
77,0,77
78,0,78
79,0,79
8,0,8
80,0,80
81,0,81
82,0,82
83,0,83
84,0,84
85,0,85
86,0,86
87,0,87
88,0,88
89,0,89
9,0,9
90,0,90
91,1,0
92,1,1
101,1,10
102,1,11
103,1,12
104,1,13
105,1,14
106,1,15
107,1,16
108,1,17
109,1,18
110,1,19
93,1,2
111,1,20
112,1,21
113,1,22
114,1,23
115,1,24
116,1,25
117,1,26
118,1,27
119,1,28
120,1,29
94,1,3
121,1,30
122,1,31
123,1,32
124,1,33
125,1,34
126,1,35
127,1,36
128,1,37
129,1,38
130,1,39
95,1,4
131,1,40
132,1,41
133,1,42
134,1,43
135,1,44
136,1,45
137,1,46
138,1,47
139,1,48
140,1,49
96,1,5
141,1,50
142,1,51
143,1,52
144,1,53
145,1,54
146,1,55
147,1,56
148,1,57
149,1,58
150,1,59
97,1,6
151,1,60
152,1,61
153,1,62
154,1,63
155,1,64
156,1,65
157,1,66
158,1,67
159,1,68
160,1,69
98,1,7
161,1,70
162,1,71
163,1,72
164,1,73
165,1,74
166,1,75
167,1,76
168,1,77
169,1,78
170,1,79
99,1,8
171,1,80
172,1,81
173,1,82
174,1,83
175,1,84
176,1,85
177,1,86
178,1,87
179,1,88
180,1,89
100,1,9
181,1,90
910,10,0
911,10,1
920,10,10
921,10,11
922,10,12
923,10,13
924,10,14
925,10,15
926,10,16
927,10,17
928,10,18
929,10,19
912,10,2
930,10,20
931,10,21
932,10,22
933,10,23
934,10,24
935,10,25
936,10,26
937,10,27
938,10,28
939,10,29
913,10,3
940,10,30
941,10,31
942,10,32
943,10,33
944,10,34
945,10,35
946,10,36
947,10,37
948,10,38
949,10,39
914,10,4
950,10,40
951,10,41
952,10,42
953,10,43
954,10,44
955,10,45
956,10,46
957,10,47
958,10,48
959,10,49
915,10,5
960,10,50
961,10,51
962,10,52
963,10,53
964,10,54
965,10,55
966,10,56
967,10,57
968,10,58
969,10,59
916,10,6
970,10,60
971,10,61
972,10,62
973,10,63
974,10,64
975,10,65
976,10,66
977,10,67
978,10,68
979,10,69
917,10,7
980,10,70
981,10,71
982,10,72
983,10,73
984,10,74
985,10,75
986,10,76
987,10,77
988,10,78
989,10,79
918,10,8
990,10,80
991,10,81
992,10,82
993,10,83
994,10,84
995,10,85
996,10,86
997,10,87
998,10,88
999,10,89
919,10,9
1000,10,90
1001,11,0
1002,11,1
1011,11,10
1012,11,11
1013,11,12
1014,11,13
1015,11,14
1016,11,15
1017,11,16
1018,11,17
1019,11,18
1020,11,19
1003,11,2
1021,11,20
1022,11,21
1023,11,22
1024,11,23
1025,11,24
1026,11,25
1027,11,26
1028,11,27
1029,11,28
1030,11,29
1004,11,3
1031,11,30
1032,11,31
1033,11,32
1034,11,33
1035,11,34
1036,11,35
1037,11,36
1038,11,37
