0,0,0
1,0,1
10,0,10
11,0,11
12,0,12
13,0,13
14,0,14
15,0,15
16,0,16
17,0,17
18,0,18
19,0,19
2,0,2
20,0,20
21,0,21
22,0,22
23,0,23
24,0,24
25,0,25
26,0,26
27,0,27
28,0,28
29,0,29
3,0,3
30,0,30
31,0,31
32,0,32
33,0,33
34,0,34
35,0,35
36,0,36
37,0,37
38,0,38
39,0,39
4,0,4
40,0,40
41,0,41
42,0,42
43,0,43
44,0,44
45,0,45
46,0,46
47,0,47
48,0,48
49,0,49
5,0,5
50,0,50
51,0,51
52,0,52
53,0,53
54,0,54
55,0,55
56,0,56
57,0,57
58,0,58
59,0,59
6,0,6
60,0,60
61,0,61
62,0,62
63,0,63
64,0,64
65,0,65
66,0,66
67,0,67
68,0,68
69,0,69
7,0,7
70,0,70
71,0,71
72,0,72
73,0,73
74,0,74
75,0,75
76,0,76
77,0,77
78,0,78
79,0,79
8,0,8
80,0,80
81,0,81
82,0,82
83,0,83
9,0,9
84,1,0
85,1,1
94,1,10
95,1,11
96,1,12
97,1,13
98,1,14
99,1,15
100,1,16
101,1,17
102,1,18
103,1,19
86,1,2
104,1,20
105,1,21
106,1,22
107,1,23
108,1,24
109,1,25
110,1,26
111,1,27
112,1,28
113,1,29
87,1,3
114,1,30
115,1,31
116,1,32
117,1,33
118,1,34
119,1,35
120,1,36
121,1,37
122,1,38
123,1,39
88,1,4
124,1,40
125,1,41
126,1,42
127,1,43
128,1,44
129,1,45
130,1,46
131,1,47
132,1,48
133,1,49
89,1,5
134,1,50
135,1,51
136,1,52
137,1,53
138,1,54
139,1,55
140,1,56
141,1,57
142,1,58
143,1,59
90,1,6
144,1,60
145,1,61
146,1,62
147,1,63
148,1,64
149,1,65
150,1,66
151,1,67
152,1,68
153,1,69
91,1,7
154,1,70
155,1,71
156,1,72
157,1,73
158,1,74
159,1,75
160,1,76
161,1,77
162,1,78
163,1,79
92,1,8
164,1,80
165,1,81
166,1,82
167,1,83
93,1,9
840,10,0
841,10,1
850,10,10
851,10,11
852,10,12
853,10,13
854,10,14
855,10,15
856,10,16
857,10,17
858,10,18
859,10,19
842,10,2
860,10,20
861,10,21
862,10,22
863,10,23
864,10,24
865,10,25
866,10,26
867,10,27
868,10,28
869,10,29
843,10,3
870,10,30
871,10,31
872,10,32
873,10,33
874,10,34
875,10,35
876,10,36
877,10,37
878,10,38
879,10,39
844,10,4
880,10,40
881,10,41
882,10,42
883,10,43
884,10,44
885,10,45
886,10,46
887,10,47
888,10,48
889,10,49
845,10,5
890,10,50
891,10,51
892,10,52
893,10,53
894,10,54
895,10,55
896,10,56
897,10,57
898,10,58
899,10,59
846,10,6
900,10,60
901,10,61
902,10,62
903,10,63
904,10,64
905,10,65
906,10,66
907,10,67
908,10,68
909,10,69
847,10,7
910,10,70
911,10,71
912,10,72
913,10,73
914,10,74
915,10,75
916,10,76
917,10,77
918,10,78
919,10,79
848,10,8
920,10,80
921,10,81
922,10,82
923,10,83
849,10,9
924,11,0
925,11,1
934,11,10
935,11,11
936,11,12
937,11,13
938,11,14
939,11,15
940,11,16
941,11,17
942,11,18
943,11,19
926,11,2
944,11,20
945,11,21
946,11,22
947,11,23
948,11,24
949,11,25
950,11,26
951,11,27
952,11,28
953,11,29
927,11,3
954,11,30
955,11,31
956,11,32
957,11,33
958,11,34
959,11,35
960,11,36
961,11,37
962,11,38
963,11,39
928,11,4
964,11,40
965,11,41
966,11,42
967,11,43
968,11,44
969,11,45
970,11,46
971,11,47
972,11,48
973,11,49
929,11,5
974,11,50
975,11,51
976,11,52
977,11,53
978,11,54
979,11,55
980,11,56
981,11,57
982,11,58
983,11,59
930,11,6
984,11,60
