0,0,0
1,0,1
10,0,10
100,0,100
101,0,101
102,0,102
103,0,103
11,0,11
12,0,12
13,0,13
14,0,14
15,0,15
16,0,16
17,0,17
18,0,18
19,0,19
2,0,2
20,0,20
21,0,21
22,0,22
23,0,23
24,0,24
25,0,25
26,0,26
27,0,27
28,0,28
29,0,29
3,0,3
30,0,30
31,0,31
32,0,32
33,0,33
34,0,34
35,0,35
36,0,36
37,0,37
38,0,38
39,0,39
4,0,4
40,0,40
41,0,41
42,0,42
43,0,43
44,0,44
45,0,45
46,0,46
47,0,47
48,0,48
49,0,49
5,0,5
50,0,50
51,0,51
52,0,52
53,0,53
54,0,54
55,0,55
56,0,56
57,0,57
58,0,58
59,0,59
6,0,6
60,0,60
61,0,61
62,0,62
63,0,63
64,0,64
65,0,65
66,0,66
67,0,67
68,0,68
69,0,69
7,0,7
70,0,70
71,0,71
72,0,72
73,0,73
74,0,74
75,0,75
76,0,76
77,0,77
78,0,78
79,0,79
8,0,8
80,0,80
81,0,81
82,0,82
83,0,83
84,0,84
85,0,85
86,0,86
87,0,87
88,0,88
89,0,89
9,0,9
90,0,90
91,0,91
92,0,92
93,0,93
94,0,94
95,0,95
96,0,96
97,0,97
98,0,98
99,0,99
104,1,0
105,1,1
114,1,10
204,1,100
205,1,101
206,1,102
207,1,103
115,1,11
116,1,12
117,1,13
118,1,14
119,1,15
120,1,16
121,1,17
122,1,18
123,1,19
106,1,2
124,1,20
125,1,21
126,1,22
127,1,23
128,1,24
129,1,25
130,1,26
131,1,27
132,1,28
133,1,29
107,1,3
134,1,30
135,1,31
136,1,32
137,1,33
138,1,34
139,1,35
140,1,36
141,1,37
142,1,38
143,1,39
108,1,4
144,1,40
145,1,41
146,1,42
147,1,43
148,1,44
149,1,45
150,1,46
151,1,47
152,1,48
153,1,49
109,1,5
154,1,50
155,1,51
156,1,52
157,1,53
158,1,54
159,1,55
160,1,56
161,1,57
162,1,58
163,1,59
110,1,6
164,1,60
165,1,61
166,1,62
167,1,63
168,1,64
169,1,65
170,1,66
171,1,67
172,1,68
173,1,69
111,1,7
174,1,70
175,1,71
176,1,72
177,1,73
178,1,74
179,1,75
180,1,76
181,1,77
182,1,78
183,1,79
112,1,8
184,1,80
185,1,81
186,1,82
187,1,83
188,1,84
189,1,85
190,1,86
191,1,87
192,1,88
193,1,89
113,1,9
194,1,90
195,1,91
196,1,92
197,1,93
198,1,94
199,1,95
200,1,96
201,1,97
202,1,98
203,1,99
1040,10,0
1041,10,1
1050,10,10
1140,10,100
1141,10,101
1142,10,102
1143,10,103
1051,10,11
1052,10,12
1053,10,13
1054,10,14
1055,10,15
1056,10,16
1057,10,17
1058,10,18
1059,10,19
1042,10,2
1060,10,20
1061,10,21
1062,10,22
1063,10,23
1064,10,24
1065,10,25
1066,10,26
1067,10,27
1068,10,28
1069,10,29
1043,10,3
1070,10,30
1071,10,31
1072,10,32
1073,10,33
1074,10,34
1075,10,35
1076,10,36
1077,10,37
1078,10,38
1079,10,39
1044,10,4
1080,10,40
1081,10,41
1082,10,42
1083,10,43
1084,10,44
1085,10,45
1086,10,46
1087,10,47
1088,10,48
1089,10,49
1045,10,5
1090,10,50
1091,10,51
1092,10,52
1093,10,53
1094,10,54
1095,10,55
1096,10,56
1097,10,57
1098,10,58
1099,10,59
1046,10,6
1100,10,60
1101,10,61
1102,10,62
1103,10,63
1104,10,64
1105,10,65
1106,10,66
1107,10,67
1108,10,68
1109,10,69
1047,10,7
1110,10,70
1111,10,71
1112,10,72
1113,10,73
1114,10,74
1115,10,75
1116,10,76
1117,10,77
1118,10,78
1119,10,79
1048,10,8
1120,10,80
1121,10,81
1122,10,82
1123,10,83
