0,0,0
1,0,1
10,0,10
11,0,11
12,0,12
13,0,13
14,0,14
15,0,15
16,0,16
17,0,17
18,0,18
19,0,19
2,0,2
20,0,20
21,0,21
22,0,22
23,0,23
24,0,24
25,0,25
26,0,26
27,0,27
28,0,28
29,0,29
3,0,3
30,0,30
31,0,31
32,0,32
33,0,33
34,0,34
35,0,35
36,0,36
37,0,37
38,0,38
39,0,39
4,0,4
40,0,40
41,0,41
42,0,42
43,0,43
44,0,44
45,0,45
46,0,46
47,0,47
48,0,48
49,0,49
5,0,5
50,0,50
51,0,51
52,0,52
53,0,53
54,0,54
55,0,55
56,0,56
57,0,57
58,0,58
59,0,59
6,0,6
60,0,60
61,0,61
62,0,62
63,0,63
64,0,64
65,0,65
66,0,66
67,0,67
68,0,68
69,0,69
7,0,7
8,0,8
9,0,9
70,1,0
71,1,1
80,1,10
81,1,11
82,1,12
83,1,13
84,1,14
85,1,15
86,1,16
87,1,17
88,1,18
89,1,19
72,1,2
90,1,20
91,1,21
92,1,22
93,1,23
94,1,24
95,1,25
96,1,26
97,1,27
98,1,28
99,1,29
73,1,3
100,1,30
101,1,31
102,1,32
103,1,33
104,1,34
105,1,35
106,1,36
107,1,37
108,1,38
109,1,39
74,1,4
110,1,40
111,1,41
112,1,42
113,1,43
114,1,44
115,1,45
116,1,46
117,1,47
118,1,48
119,1,49
75,1,5
120,1,50
121,1,51
122,1,52
123,1,53
124,1,54
125,1,55
126,1,56
127,1,57
128,1,58
129,1,59
76,1,6
130,1,60
131,1,61
132,1,62
133,1,63
134,1,64
135,1,65
136,1,66
137,1,67
138,1,68
139,1,69
77,1,7
78,1,8
79,1,9
700,10,0
701,10,1
710,10,10
711,10,11
712,10,12
713,10,13
714,10,14
715,10,15
716,10,16
717,10,17
718,10,18
719,10,19
702,10,2
720,10,20
721,10,21
722,10,22
723,10,23
724,10,24
725,10,25
726,10,26
727,10,27
728,10,28
729,10,29
703,10,3
730,10,30
731,10,31
732,10,32
733,10,33
734,10,34
735,10,35
736,10,36
737,10,37
738,10,38
739,10,39
704,10,4
740,10,40
741,10,41
742,10,42
743,10,43
744,10,44
745,10,45
746,10,46
747,10,47
748,10,48
749,10,49
705,10,5
750,10,50
751,10,51
752,10,52
753,10,53
754,10,54
755,10,55
756,10,56
757,10,57
758,10,58
759,10,59
706,10,6
760,10,60
761,10,61
762,10,62
763,10,63
764,10,64
765,10,65
766,10,66
767,10,67
768,10,68
769,10,69
707,10,7
708,10,8
709,10,9
7000,100,0
7001,100,1
7010,100,10
7011,100,11
7012,100,12
7013,100,13
7014,100,14
7015,100,15
7016,100,16
7017,100,17
7018,100,18
7019,100,19
7002,100,2
7020,100,20
7021,100,21
7022,100,22
7023,100,23
7024,100,24
7025,100,25
7026,100,26
7027,100,27
7028,100,28
7029,100,29
7003,100,3
7030,100,30
7031,100,31
7032,100,32
7033,100,33
7034,100,34
7035,100,35
7036,100,36
7037,100,37
7038,100,38
7039,100,39
7004,100,4
7040,100,40
7041,100,41
7042,100,42
7043,100,43
7044,100,44
7045,100,45
7046,100,46
7047,100,47
7048,100,48
7049,100,49
7005,100,5
7050,100,50
7051,100,51
7052,100,52
7053,100,53
7054,100,54
7055,100,55
7056,100,56
7057,100,57
7058,100,58
7059,100,59
7006,100,6
7060,100,60
7061,100,61
7062,100,62
7063,100,63
7064,100,64
7065,100,65
7066,100,66
7067,100,67
7068,100,68
7069,100,69
7007,100,7
7008,100,8
7009,100,9
7070,101,0
7071,101,1
7080,101,10
7081,101,11
7082,101,12
7083,101,13
7084,101,14
7085,101,15
7086,101,16
7087,101,17
7088,101,18
7089,101,19
7072,101,2
7090,101,20
7091,101,21
7092,101,22
